Date,Close,High,Low,Open,Volume,Ticker,KSE100_Close,CompanyName,Sector
2020-02-04,68.56,68.56,68.56,68.56,0.0,DGKC,30782.66,DG Khan Cement Company,Cement
2020-02-05,68.56,68.56,68.56,68.56,0.0,DGKC,30782.66,DG Khan Cement Company,Cement
2020-02-06,67.99,69.72,67.81,69.37,2378500.0,DGKC,34408.05,DG Khan Cement Company,Cement
2020-02-07,64.05,68.9,63.91,68.7,6835000.0,DGKC,34978.18,DG Khan Cement Company,Cement
2020-02-10,60.37,64.25,60.21,63.31,4764500.0,DGKC,40070.83,DG Khan Cement Company,Cement
2020-02-11,62.2,63.38,59.45,60.61,5087500.0,DGKC,39112.18,DG Khan Cement Company,Cement
2020-02-12,64.18,65.04,61.01,62.97,8070000.0,DGKC,42027.38,DG Khan Cement Company,Cement
2020-02-13,67.08,67.98,63.41,64.56,18247500.0,DGKC,40455.44,DG Khan Cement Company,Cement
2020-02-14,65.63,67.45,65.39,67.45,3684000.0,DGKC,40243.26,DG Khan Cement Company,Cement
2020-02-17,64.17,65.76,62.39,65.62,9133500.0,DGKC,40276.93,DG Khan Cement Company,Cement
2020-02-18,64.1,64.7,62.73,64.08,4046500.0,DGKC,40175.35,DG Khan Cement Company,Cement
2020-02-19,66.93,67.34,64.55,64.55,9509000.0,DGKC,40574.52,DG Khan Cement Company,Cement
2020-02-20,65.8,67.45,65.53,67.25,8146000.0,DGKC,40481.65,DG Khan Cement Company,Cement
2020-02-21,66.04,67.21,65.2,65.91,4260000.0,DGKC,40249.22,DG Khan Cement Company,Cement
2020-02-24,62.8,66.96,62.34,66.01,4670000.0,DGKC,39143.73,DG Khan Cement Company,Cement
2020-02-25,63.58,64.03,62.31,62.63,5170500.0,DGKC,38858.45,DG Khan Cement Company,Cement
2020-02-26,63.39,64.02,62.54,63.6,3643000.0,DGKC,38338.33,DG Khan Cement Company,Cement
2020-02-27,65.39,65.86,61.19,62.44,7408500.0,DGKC,38087.32,DG Khan Cement Company,Cement
2020-02-28,66.68,68.41,64.86,65.04,9476500.0,DGKC,37983.62,DG Khan Cement Company,Cement
2020-03-02,71.34,71.34,67.5,68.22,7529500.0,DGKC,40409.38,DG Khan Cement Company,Cement
2020-03-03,72.92,74.96,72.65,73.28,7940500.0,DGKC,39199.68,DG Khan Cement Company,Cement
2020-03-04,73.6,74.82,72.08,73.24,7196000.0,DGKC,31621.79,DG Khan Cement Company,Cement
2020-03-05,77.73,78.74,75.21,75.21,13119000.0,DGKC,31621.79,DG Khan Cement Company,Cement
2020-03-06,77.04,81.13,75.65,76.12,14593000.0,DGKC,34401.42,DG Khan Cement Company,Cement
2020-03-09,82.43,82.43,71.94,74.68,9421000.0,DGKC,42188.11,DG Khan Cement Company,Cement
2020-03-10,84.7,86.82,81.04,86.23,8904000.0,DGKC,42188.11,DG Khan Cement Company,Cement
2020-03-11,82.79,86.24,82.29,84.02,7755500.0,DGKC,40480.88,DG Khan Cement Company,Cement
